Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,SearchComparisonNet.GUI\SearchComparisonNet.GUI.csproj,File,SearchComparisonNet.GUI\Converters\NegativeConverter.cs,10,35,M:System.Windows.Markup.MarkupExtension.#ctor,,,,,: base()
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,SearchComparisonNet.GUI\SearchComparisonNet.GUI.csproj,File,SearchComparisonNet.GUI\Converters\NegativeConverter.cs,10,35,M:System.Windows.Markup.MarkupExtension.#ctor,,,,,: base()
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,SearchComparisonNet.GUI\SearchComparisonNet.GUI.csproj,File,SearchComparisonNet.GUI\Converters\NegativeConverter.cs,8,54,T:System.Windows.Data.IValueConverter,,,,,IValueConverter
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,SearchComparisonNet.GUI\SearchComparisonNet.GUI.csproj,File,SearchComparisonNet.GUI\Converters\NegativeConverter.cs,8,37,T:System.Windows.Markup.MarkupExtension,,,,,MarkupExtension
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,SearchComparisonNet.GUI\SearchComparisonNet.GUI.csproj,File,SearchComparisonNet.GUI\Converters\NumStringConverter.cs,6,38,T:System.Windows.Data.IValueConverter,,,,,IValueConverter
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,SearchComparisonNet.GUI\SearchComparisonNet.GUI.csproj,File,SearchComparisonNet.GUI\obj\Debug\net7.0-windows\App.g.i.cs,78,12,M:System.Windows.Application.Run,,,,,app.Run();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,SearchComparisonNet.GUI\SearchComparisonNet.GUI.csproj,File,SearchComparisonNet.GUI\obj\Debug\net7.0-windows\App.g.i.cs,63,12,T:System.Windows.Application,,,,,"System.Windows.Application.LoadComponent(this, resourceLocater);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,SearchComparisonNet.GUI\SearchComparisonNet.GUI.csproj,File,SearchComparisonNet.GUI\obj\Debug\net7.0-windows\App.g.i.cs,63,12,"M:System.Windows.Application.LoadComponent(System.Object,System.Uri)",,,,,"System.Windows.Application.LoadComponent(this, resourceLocater);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,SearchComparisonNet.GUI\SearchComparisonNet.GUI.csproj,File,SearchComparisonNet.GUI\obj\Debug\net7.0-windows\App.g.i.cs,60,12,T:System.Uri,,,,,"System.Uri resourceLocater = new System.Uri(""/SearchComparisonNet.GUI;V1.0.0.0;component/app.xaml"", System.UriKind.Relative);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,SearchComparisonNet.GUI\SearchComparisonNet.GUI.csproj,File,SearchComparisonNet.GUI\obj\Debug\net7.0-windows\App.g.i.cs,60,12,"M:System.Uri.#ctor(System.String,System.UriKind)",,,,,"System.Uri resourceLocater = new System.Uri(""/SearchComparisonNet.GUI;V1.0.0.0;component/app.xaml"", System.UriKind.Relative);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,SearchComparisonNet.GUI\SearchComparisonNet.GUI.csproj,File,SearchComparisonNet.GUI\obj\Debug\net7.0-windows\App.g.i.cs,56,12,T:System.Windows.StartupEventHandler,,,,,this.Startup += new System.Windows.StartupEventHandler(this.OnStartup);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,SearchComparisonNet.GUI\SearchComparisonNet.GUI.csproj,File,SearchComparisonNet.GUI\obj\Debug\net7.0-windows\App.g.i.cs,56,12,T:System.Windows.StartupEventHandler,,,,,this.Startup += new System.Windows.StartupEventHandler(this.OnStartup);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,SearchComparisonNet.GUI\SearchComparisonNet.GUI.csproj,File,SearchComparisonNet.GUI\obj\Debug\net7.0-windows\App.g.i.cs,56,12,E:System.Windows.Application.Startup,,,,,this.Startup += new System.Windows.StartupEventHandler(this.OnStartup);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,SearchComparisonNet.GUI\SearchComparisonNet.GUI.csproj,File,SearchComparisonNet.GUI\App.xaml.cs,25,8,T:System.Windows.StartupEventArgs,,,,,"private void OnStartup(object sender, StartupEventArgs e)"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,SearchComparisonNet.GUI\SearchComparisonNet.GUI.csproj,File,SearchComparisonNet.GUI\App.xaml.cs,28,12,M:System.Windows.Window.Show,,,,,mainView.Show();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,SearchComparisonNet.GUI\SearchComparisonNet.GUI.csproj,File,SearchComparisonNet.GUI\App.xaml.cs,4,8,M:System.Windows.Application.#ctor,,,,,public App()          {              Services = new ServiceCollection();              ConfigureServices();              ServiceProvider = Services.BuildServiceProvider();          }
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,SearchComparisonNet.GUI\SearchComparisonNet.GUI.csproj,File,SearchComparisonNet.GUI\App.xaml.cs,4,8,M:System.Windows.Application.#ctor,,,,,public App()          {              Services = new ServiceCollection();              ConfigureServices();              ServiceProvider = Services.BuildServiceProvider();          }
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,SearchComparisonNet.GUI\SearchComparisonNet.GUI.csproj,File,SearchComparisonNet.GUI\obj\Debug\net7.0-windows\App.g.i.cs,40,46,T:System.Windows.Application,,,,,Application
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,SearchComparisonNet.Kernel\SearchComparisonNet.Kernel.csproj,File,SearchComparisonNet.Kernel\SearchComparisonNet.Kernel.csproj,,,,,,,,Current target framework: net7.0 Recommended target framework: net10.0
NuGet.0005,NuGet package is deprecated,Active,Optional,1,SearchComparisonNet.Tests\SearchComparisonNet.Tests.csproj,File,SearchComparisonNet.Tests\SearchComparisonNet.Tests.csproj,,,xunit 2.6.1,,,,,"xunit, 2.6.1  Recommendation:  This package will only be updated for security issues. All future feature work has moved onto v3.  Guide for migrating from xUnit.net v2 to v3: https://xunit.net/docs/getting-started/v3/migration Remove xunit, and replace with new package xunit, 2.9.3"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,SearchComparisonNet.Tests\SearchComparisonNet.Tests.csproj,File,SearchComparisonNet.Tests\SearchComparisonNet.Tests.csproj,,,,,,,,Current target framework: net7.0 Recommended target framework: net10.0
